model,labeling,split_percent,pretrain,arch,loss,tp,fp,tn,fn,accuracy,precision,recall,auc,f1,f0.5
CA_sgd,expanded,50,False,InceptionV3,1.540834665298462,4870.0,953.0,4535.0,618.0,0.8568695187568665,0.8363386392593384,0.887390673160553,0.8786585330963135,0.8611086470887132,0.8526905452614182
CA_sgd,expanded,50,False,ResNet101V2,4.973447799682617,4887.0,1016.0,4471.0,602.0,0.8525874614715576,0.8278841376304626,0.8903260827064514,0.8808435201644897,0.8579705003114314,0.8477016482362731
CA_sgd,expanded,50,False,ResNet152,2.517878770828247,4824.0,946.0,4541.0,665.0,0.8532252311706543,0.8360485434532166,0.8788486123085022,0.8814821839332581,0.8569144799940378,0.8498443964109957
CA_sgd,expanded,50,False,ResNet50,1.8583000898361206,4727.0,888.0,4601.0,760.0,0.8498542308807373,0.8418521881103516,0.861490786075592,0.8802922964096069,0.851558276032168,0.8482981406413146
CA_sgd,expanded,50,False,Xception,2.0229580402374268,4856.0,920.0,4563.0,637.0,0.8581450581550598,0.8407202363014221,0.8840342164039612,0.8634967803955078,0.8618333515798565,0.8546787987630545
CA_sgd,balanced,100,False,ResNet152,0.6777691841125488,1914.0,566.0,1466.0,118.0,0.8316929340362549,0.771774172782898,0.9419291615486145,0.9079594016075134,0.8484042540044943,0.8212242476344718
CA_sgd,balanced,100,False,ResNet101V2,1.6209156513214111,1810.0,440.0,1593.0,221.0,0.8373523354530334,0.804444432258606,0.8911865949630737,0.8528645634651184,0.8455968107592599,0.8314193721350189
CA_sgd,balanced,100,False,InceptionV3,1.1463333368301392,1810.0,451.0,1581.0,222.0,0.8343995809555054,0.800530731678009,0.8907480239868164,0.8588951826095581,0.8432331630661386,0.8285016712480945
CA_sgd,balanced,10,False,ResNet101V2,1.6054835319519043,1877.0,573.0,1461.0,153.0,0.8213582634925842,0.7661224603652954,0.9246305227279663,0.8377044200897217,0.8379464275203643,0.81255411616443
CA_sgd,balanced,50,False,ResNet152,0.4760648310184479,1756.0,379.0,1652.0,277.0,0.8385826945304871,0.8224824070930481,0.8637481331825256,0.9074020385742188,0.8426103391366517,0.8357924532035469
CA_sgd,expanded,10,False,ResNet152,2.4153661727905273,4536.0,967.0,4522.0,951.0,0.8252550959587097,0.8242776393890381,0.8266812562942505,0.8521333932876587,0.8254776981390193,0.8250772904872989
CA_sgd,balanced,1,False,ResNet101V2,2.380230188369751,1736.0,528.0,1503.0,297.0,0.7969980239868164,0.7667844295501709,0.853910505771637,0.8210711479187012,0.8080055854866867,0.7937814277564392
CA_sgd,expanded,10,False,ResNet50,1.7929085493087769,4374.0,918.0,4574.0,1110.0,0.8152332305908203,0.8265306353569031,0.7975929975509644,0.8384361863136292,0.8118040199214467,0.8166542345176608
CA_sgd,expanded,10,False,Xception,6.883150100708008,4549.0,966.0,4526.0,935.0,0.8268039226531982,0.824841320514679,0.8295040130615234,0.8333140015602112,0.8271660960010517,0.8263897161461207
CA_sgd,balanced,3,False,ResNet152,0.8774003386497498,1741.0,501.0,1531.0,291.0,0.8051180839538574,0.7765387892723083,0.8567913174629211,0.862908124923706,0.8146934775500788,0.8015653604553774
CA_sgd,balanced,3,False,ResNet101V2,2.3729233741760254,1688.0,449.0,1581.0,346.0,0.804379940032959,0.7898923754692078,0.8298918604850769,0.8177084922790527,0.8093982377534618,0.8027901166369703
CA_sgd,balanced,3,False,InceptionV3,1.5214622020721436,1696.0,451.0,1579.0,338.0,0.8058562874794006,0.7899394631385803,0.8338249921798706,0.8369224667549133,0.8112891799259395,0.8040455260066962
CA_sgd,expanded,10,False,InceptionV3,1.7967607975006104,4552.0,962.0,4524.0,938.0,0.8268950581550598,0.825534999370575,0.8291438817977905,0.8400222063064575,0.8273355050675935,0.8267344644840688
CA_sgd,balanced,3,False,ResNet50,1.734616994857788,1698.0,452.0,1580.0,334.0,0.8065944910049438,0.7897674441337585,0.835629940032959,0.8368808031082153,0.8120516599942852,0.8044851621419019
CA_sgd,balanced,3,False,Xception,2.7169878482818604,1693.0,453.0,1579.0,339.0,0.8051180839538574,0.7889096140861511,0.8331692814826965,0.8084784150123596,0.8104356182902469,0.8031309369861119
CA_sgd,balanced,25,False,Xception,3.777803659439087,1894.0,570.0,1465.0,135.0,0.8265255689620972,0.7686688303947449,0.933464765548706,0.8289779424667358,0.8430892513478908,0.8167313503064991
CA_sgd,balanced,25,False,ResNet50,2.3086864948272705,1875.0,546.0,1488.0,155.0,0.8275098204612732,0.7744733691215515,0.9236453175544739,0.8500854969024658,0.8425073071423472,0.818539006339414
CA_sgd,expanded,1,False,InceptionV3,2.2133028507232666,3411.0,868.0,4624.0,2073.0,0.7320517301559448,0.7971488833427429,0.6219912767410278,0.7598399519920349,0.6987606519059675,0.7287423672348194
CA_sgd,expanded,1,False,ResNet101V2,2.2843801975250244,3401.0,866.0,4616.0,2093.0,0.7304118275642395,0.7970470786094666,0.6190389394760132,0.7600368857383728,0.6968548124243611,0.7273310315736966
CA_sgd,expanded,1,False,ResNet152,2.3556668758392334,3400.0,1112.0,4374.0,2090.0,0.7082725763320923,0.7535461187362671,0.619307816028595,0.7313181161880493,0.6798640252304959,0.7027697438004359
CA_sgd,balanced,1,False,InceptionV3,1.3323699235916138,1682.0,488.0,1545.0,349.0,0.7940452694892883,0.7751151919364929,0.8281634449958801,0.8303141593933105,0.8007617052154926,0.7920263522547406
CA_sgd,expanded,1,False,ResNet50,2.927807092666626,3384.0,864.0,4626.0,2102.0,0.7297740578651428,0.7966101765632629,0.6168428659439087,0.7382060289382935,0.6952948411781045,0.7260763846875565
CA_sgd,balanced,25,False,ResNet152,0.486926794052124,1841.0,480.0,1554.0,189.0,0.8353838324546814,0.7931925654411316,0.9068965315818787,0.9016718864440918,0.8462422207573965,0.8277877467932723
CA_sgd,balanced,25,False,ResNet101V2,2.376647472381592,1886.0,572.0,1461.0,145.0,0.8235728144645691,0.767290472984314,0.9286065697669983,0.8433645963668823,0.8402762150901925,0.8144522690702417
CA_sgd,balanced,25,False,InceptionV3,1.1774883270263672,1886.0,554.0,1477.0,147.0,0.8275098204612732,0.7729508280754089,0.9276930689811707,0.856350839138031,0.8432819205829979,0.8184579851834504
CA_sgd,balanced,50,False,InceptionV3,0.9896565675735474,1721.0,378.0,1654.0,311.0,0.8304625749588013,0.8199142217636108,0.8469488024711609,0.8626657128334045,0.8332122773802159,0.8287319212294386
CA_sgd,balanced,50,False,ResNet101V2,1.5496927499771118,1730.0,385.0,1650.0,299.0,0.8316929340362549,0.817966878414154,0.8526367545127869,0.843314528465271,0.8349420661657326,0.8292059226481358
CA_sgd,balanced,1,False,Xception,4.148151874542236,1696.0,506.0,1528.0,334.0,0.7933070659637451,0.7702088952064514,0.8354679942131042,0.7950539588928223,0.8015122906026774,0.7907988810303515
CA_sgd,balanced,1,False,ResNet50,1.9746291637420654,1705.0,502.0,1527.0,330.0,0.7952755689620972,0.7725419402122498,0.837837815284729,0.8259082436561584,0.8038661057354201,0.7931462372397575
CA_sgd,expanded,25,False,InceptionV3,2.100198745727539,3852.0,816.0,4669.0,1639.0,0.7763301730155945,0.8251928091049194,0.701511561870575,0.8037867546081543,0.7583423580423496,0.7793889557465298
CA_sgd,expanded,25,False,ResNet101V2,2.0219624042510986,3853.0,806.0,4682.0,1635.0,0.7776057124137878,0.8270015120506287,0.7020772695541382,0.795821487903595,0.7594362965239633,0.7806970245708243
CA_sgd,expanded,25,False,ResNet152,1.5090701580047607,3870.0,773.0,4716.0,1617.0,0.7822521924972534,0.8335128426551819,0.705303430557251,0.8367869853973389,0.7640671307835454,0.7858931941340335
CA_sgd,expanded,25,False,ResNet50,2.2494754791259766,3868.0,864.0,4625.0,1619.0,0.7737791538238525,0.817413330078125,0.7049389481544495,0.7939260005950928,0.7570212247873253,0.7761353606830554
CA_sgd,expanded,25,False,Xception,2.504368305206299,3849.0,809.0,4680.0,1638.0,0.777059018611908,0.8263202905654907,0.7014762163162231,0.7896826863288879,0.7587974292129732,0.7800445744381935
CA_sgd,expanded,10,False,ResNet101V2,2.3028905391693115,4559.0,975.0,4512.0,930.0,0.8264394998550415,0.8238164186477661,0.8305702209472656,0.8401984572410583,0.8271795340704043,0.8260554487536709
CA_sgd,expanded,1,False,Xception,3.6756532192230225,3401.0,865.0,4625.0,2085.0,0.7312317490577698,0.7972339391708374,0.6199416518211365,0.7391942739486694,0.6974979364293037,0.7278498970264465
CA_sgd,balanced,1,False,ResNet152,1.2483810186386108,1577.0,410.0,1621.0,456.0,0.7869094610214233,0.7936587929725647,0.7757009267807007,0.8568227291107178,0.7845771157593644,0.787581159787571
